0,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0000\Snippet_1363.java,3,19
1,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0000\Snippet_74.java,3,16
2,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0000\Snippet_7667.java,3,85
3,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0000\Snippet_9217.java,3,24
4,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0002\Snippet_21751.java,3,20
5,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0002\Snippet_23205.java,3,13
6,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0003\Snippet_30237.java,3,18
7,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0003\Snippet_33845.java,3,22
8,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0003\Snippet_35934.java,3,45
9,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0003\Snippet_36860.java,3,50
10,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0003\Snippet_37044.java,3,128
11,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0004\Snippet_41672.java,3,17
12,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0004\Snippet_44823.java,3,85
13,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0004\Snippet_47756.java,3,85
14,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0007\Snippet_72041.java,3,21
15,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0008\Snippet_81754.java,3,13
16,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0008\Snippet_87685.java,3,26
17,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0009\Snippet_90593.java,3,24
18,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0009\Snippet_92552.java,3,22
19,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0009\Snippet_93208.java,3,22
20,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0009\Snippet_98309.java,3,301
21,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0009\Snippet_98428.java,3,113
22,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0010\Snippet_103593.java,3,40
23,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0010\Snippet_106595.java,3,50
24,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0011\Snippet_111060.java,3,37
25,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0011\Snippet_116038.java,3,22
26,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0011\Snippet_118288.java,3,40
27,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0012\Snippet_120346.java,3,18
28,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0012\Snippet_120707.java,3,85
29,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0012\Snippet_126187.java,3,22
30,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0013\Snippet_130541.java,3,24
31,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0013\Snippet_130757.java,3,22
32,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0013\Snippet_131318.java,3,23
33,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0013\Snippet_131811.java,3,85
34,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0013\Snippet_132551.java,3,16
35,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0013\Snippet_132552.java,3,16
36,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0014\Snippet_144769.java,3,29
37,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0014\Snippet_145197.java,3,85
38,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0014\Snippet_146579.java,3,85
39,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0015\Snippet_150478.java,3,22
40,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0015\Snippet_151885.java,3,83
41,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0016\Snippet_169201.java,3,24
42,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0016\Snippet_169612.java,3,18
43,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0018\Snippet_189777.java,3,85
44,C:\Users\Admin\SAGACloneDetector\bigclonebench_subset\src\0019\Snippet_196392.java,3,26
