/workspace/data/bigclonebench_subset/src/1861/Snippet_18616606.java,3,14,/workspace/data/bigclonebench_subset/src/0962/Snippet_9621442.java,3,11
/workspace/data/bigclonebench_subset/src/1496/Snippet_14960335.java,3,17,/workspace/data/bigclonebench_subset/src/1913/Snippet_19131858.java,3,11
/workspace/data/bigclonebench_subset/src/0685/Snippet_6853666.java,3,26,/workspace/data/bigclonebench_subset/src/0962/Snippet_9621442.java,3,11
/workspace/data/bigclonebench_subset/src/1529/Snippet_15299682.java,3,28,/workspace/data/bigclonebench_subset/src/0926/Snippet_9261908.java,74,81
/workspace/data/bigclonebench_subset/src/1387/Snippet_13879984.java,3,13,/workspace/data/bigclonebench_subset/src/0274/Snippet_2747367.java,3,28
/workspace/data/bigclonebench_subset/src/0628/Snippet_6288460.java,3,73,/workspace/data/bigclonebench_subset/src/1757/Snippet_17577733.java,3,53
/workspace/data/bigclonebench_subset/src/0100/Snippet_1008326.java,3,66,/workspace/data/bigclonebench_subset/src/2367/Snippet_23677116.java,3,14
/workspace/data/bigclonebench_subset/src/0983/Snippet_9835798.java,3,13,/workspace/data/bigclonebench_subset/src/1742/Snippet_17424415.java,3,90
/workspace/data/bigclonebench_subset/src/2065/Snippet_20654481.java,3,27,/workspace/data/bigclonebench_subset/src/1434/Snippet_14341904.java,3,10
/workspace/data/bigclonebench_subset/src/1344/Snippet_13447231.java,3,19,/workspace/data/bigclonebench_subset/src/1105/Snippet_11050195.java,3,15
/workspace/data/bigclonebench_subset/src/1886/Snippet_18865693.java,3,10,/workspace/data/bigclonebench_subset/src/0411/Snippet_4114808.java,3,41
/workspace/data/bigclonebench_subset/src/1886/Snippet_18865693.java,3,10,/workspace/data/bigclonebench_subset/src/2222/Snippet_22224116.java,3,19
/workspace/data/bigclonebench_subset/src/2367/Snippet_23677121.java,3,40,/workspace/data/bigclonebench_subset/src/1415/Snippet_14157859.java,3,11
/workspace/data/bigclonebench_subset/src/1489/Snippet_14899566.java,3,29,/workspace/data/bigclonebench_subset/src/1383/Snippet_13834118.java,3,11
/workspace/data/bigclonebench_subset/src/0338/Snippet_3387990.java,3,11,/workspace/data/bigclonebench_subset/src/1033/Snippet_10337386.java,3,11
/workspace/data/bigclonebench_subset/src/2267/Snippet_22670950.java,3,13,/workspace/data/bigclonebench_subset/src/1000/Snippet_10005879.java,4,26
/workspace/data/bigclonebench_subset/src/1162/Snippet_11627705.java,3,11,/workspace/data/bigclonebench_subset/src/1909/Snippet_19090291.java,3,77
/workspace/data/bigclonebench_subset/src/0038/Snippet_380318.java,3,15,/workspace/data/bigclonebench_subset/src/1107/Snippet_11070888.java,3,13
/workspace/data/bigclonebench_subset/src/2075/Snippet_20753922.java,3,20,/workspace/data/bigclonebench_subset/src/2367/Snippet_23677116.java,3,14
/workspace/data/bigclonebench_subset/src/1546/Snippet_15461830.java,3,98,/workspace/data/bigclonebench_subset/src/2222/Snippet_22221713.java,3,13
/workspace/data/bigclonebench_subset/src/1723/Snippet_17231006.java,4,28,/workspace/data/bigclonebench_subset/src/1234/Snippet_12345227.java,3,11
/workspace/data/bigclonebench_subset/src/1804/Snippet_18047482.java,4,43,/workspace/data/bigclonebench_subset/src/1162/Snippet_11627705.java,3,11
/workspace/data/bigclonebench_subset/src/1036/Snippet_10368839.java,3,11,/workspace/data/bigclonebench_subset/src/2075/Snippet_20753922.java,3,20
/workspace/data/bigclonebench_subset/src/1886/Snippet_18865693.java,3,10,/workspace/data/bigclonebench_subset/src/0277/Snippet_2771574.java,3,204
/workspace/data/bigclonebench_subset/src/0322/Snippet_3229363.java,3,30,/workspace/data/bigclonebench_subset/src/1114/Snippet_11145818.java,3,15
/workspace/data/bigclonebench_subset/src/0253/Snippet_2538511.java,3,10,/workspace/data/bigclonebench_subset/src/0643/Snippet_6430125.java,3,63
/workspace/data/bigclonebench_subset/src/2128/Snippet_21280043.java,3,63,/workspace/data/bigclonebench_subset/src/1757/Snippet_17577733.java,3,53
/workspace/data/bigclonebench_subset/src/0840/Snippet_8400605.java,3,25,/workspace/data/bigclonebench_subset/src/1107/Snippet_11070888.java,3,13
/workspace/data/bigclonebench_subset/src/1551/Snippet_15515642.java,3,18,/workspace/data/bigclonebench_subset/src/1079/Snippet_10797051.java,3,10
